album,artist name,track name,min_played
Primer Dia de Clases,Mora,Tuyo,269714
Timelezz,Jhayco,Ley Seca,171177
TAKE TIME,Giveon,Like I Want You,228780
WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),23510
Demon Days,Gorillaz,Feel Good Inc.,29130
Troubadour,K'NAAN,Bang Bang,79380
Pony,Rex Orange County,Pluto Projector,151030
Sob Rock,John Mayer,Carry Me Away,159133
Dancing with my phone,HYBS,Dancing with my phone,30776
Nothing Happens,Wallows,Are You Bored Yet? (feat. Clairo),10210
En Français,Pomplamoose,Les Champs-Elysées,40470
En Français,Pomplamoose,Les yeux noirs,169381
Everybody Wants to Rule the World,Pomplamoose,Everybody Wants to Rule the World,198267
Songs From The Big Chair,Tears For Fears,Everybody Wants To Rule The World,16040
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,30486
In A Tidal Wave Of Mystery,Capital Cities,Safe And Sound,20670
Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),9510
Ultraviolence,Lana Del Rey,Shades Of Cool,146810
"Fijación Oral, Vol. 1",Shakira,Dia de Enero,149000
X 100PRE,Bad Bunny,Si Estuviésemos Juntos,21630
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,10854
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,14976
Parachutes,Coldplay,Sparks,101842
Mariposa,Peach Tree Rascals,Mariposa,210000
Sob Rock,John Mayer,Carry Me Away,60476
WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),3263
Jungle Rules,French Montana,Unforgettable,233901
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",242983
FUTURE,Future,Mask Off,204600
Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,Plain Jane REMIX (feat. Nicki Minaj),202636
Unforgettable (feat. Swae Lee),French Montana,Unforgettable (feat. Swae Lee) - Major Lazer Remix,133752
Culture II,Migos,Walk It Talk It,276147
I Am Not A Human Being II,Lil Wayne,Love Me,253440
NAV,NAV,Some Way,20114
I Still Am,Yo Gotti,Rake It Up (feat. Nicki Minaj),2176
MONTANA,French Montana,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",1749
Evil Genius,Gucci Mane,Wake Up in the Sky,1045
Culture II,Migos,MotorSport,301397
Legendary,Tyga,Taste (feat. Offset),1322
Tuyo (Narcos Theme) [Extended Version],Rodrigo Amarante,Tuyo (Narcos Theme) [Extended Version] - A Netflix Original Series Soundtrack,124778
Dangerous Woman,Ariana Grande,Dangerous Woman,235946
Closer,The Chainsmokers,Closer,118109
Positions,Ariana Grande,34+35,874
Hot Pink,Doja Cat,Streets,1386
Black Barbies,Nicki Minaj,Black Barbies,254080
Yonaguni,Bad Bunny,Yonaguni,86020
Mientras Tú Dormías,Carla Morrison,Compartir,145593
Tell Me You Love Me,Demi Lovato,Sorry Not Sorry,31518
Dangerous Woman,Ariana Grande,Dangerous Woman,146858
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,246666
Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,29057
SUCKER,Charli XCX,Doing It (feat. Rita Ora),89094
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,273244
Cariño,The Marías,Cariño,5340
Scaled And Icy,Twenty One Pilots,Mulberry Street,812
Scaled And Icy,Twenty One Pilots,Saturday,998
Scaled And Icy,Twenty One Pilots,Good Day,1277
Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,928
The New Abnormal,The Strokes,Ode To The Mets,351786
Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,197732
Skate,Bruno Mars,Skate,203122
Primer Dia de Clases,Mora,Tuyo,7231
Primer Dia de Clases,Mora,Tuyo,430786
Historias de un Capricornio,Arcángel,Infeliz,11818
The Life in Your Eyes,Los Del Limit,Amor Fugaz,53545
The Life in Your Eyes,Los Del Limit,Amor Fugaz,144694
Corridos Tumbados,Junior H,Ella,94760
The Life in Your Eyes,Los Del Limit,Amor Fugaz,134049
Corridos Tumbados,Junior H,Ella,223074
dont smile at me,Billie Eilish,hostage,218337
everything i wanted,Billie Eilish,everything i wanted,215620
lovely (with Khalid),Billie Eilish,lovely (with Khalid),154379
Hot Pink,Doja Cat,Streets,226986
Planet Her,Doja Cat,Need to Know,20800
Timelezz,Jhayco,Mi Vicio,220533
La Funka,Ozuna,La Funka,57578
Dangerous Woman,Ariana Grande,Dangerous Woman,768
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,227359
Cigarettes After Sex,Cigarettes After Sex,K.,319560
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,246666
Tally Of The Yes Men,Goldspot,Rewind,215266
Cuba Pintada,Los Rumberos,Fuiste Mía,184773
everything i wanted,Billie Eilish,everything i wanted,87326
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,2321
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,222640
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,246666
Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,108523
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,222640
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,246666
Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,158040
SUCKER,Charli XCX,Doing It (feat. Rita Ora),228520
The New Abnormal,The Strokes,The Adults Are Talking,309053
The Papercut Chronicles,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,243773
Triplbt Theme,jagger finn,Vas,5469
The New Abnormal,The Strokes,Not The Same Anymore,189242
The Very Best Of Kool & The Gang,Kool & The Gang,Joanna - Single Version,905
Everything's Kool & The Gang,Kool & The Gang,Cherish,743
Isles Of Wonder: Music For The Opening Ceremony Of The London 2012 Olympic Games,David Bowie,Heroes,1625
Roy Pablo,boy pablo,"Dance, Baby!",1416
FOUR,One Direction,Fool's Gold,719
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Pony,Rex Orange County,Pluto Projector,267520
Parachutes,Coldplay,Sparks,227093
Troubadour,K'NAAN,Bang Bang,14319
Reik,Reik,Yo Quisiera,217986
Peligro,Reik,Tu Mirada,200000
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,BOOKER T,88415
Bangkok Balter Club,Phum Viphurit,Softly Spoken,266138
A Song For Every Moon,Bruno Major,Easily,210240
I Know a Place,Chevy,I Know a Place,129000
Sinatra,Forrest Nolan,Sinatra,4339
Confusing Girl,grentperez,Confusing Girl,2461
double take,dhruv,double take,882
Lover Boy,Phum Viphurit,Lover Boy,236727
To Let A Good Thing Die,Bruno Major,Nothing,4353
UWU,Chevy,UWU,2275
L-O-V-E,Nat King Cole,L-O-V-E,155306
AM,Arctic Monkeys,Do I Wanna Know?,55100
Pa Los Gustos Los Colores,Javiielo,Pa Los Gustos Los Colores,60480
Dangerous Woman,Ariana Grande,Dangerous Woman,153109
Views,Drake,Hotline Bling,182656
everything i wanted,Billie Eilish,everything i wanted,1813
Hyperion,Gesaffelstein,Lost in the Fire (feat. The Weeknd),107669
fever dream,mxmtoon,fever dream,142495
Hyperion,Gesaffelstein,Memora,25560
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,222640
everything i wanted,Billie Eilish,everything i wanted,6911
Hecho En Medellín,Blessd,Medallo,216874
Hecho En Medellín,Blessd,Medallo,238869
AM Remix,Nio Garcia,AM Remix,261334
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",575
Ahora,Reik,Me Niego (feat. Ozuna & Wisin),29493
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",242983
Hecho En Medellín,Blessd,Medallo,1984
Hecho En Medellín,Blessd,Medallo,128
Featuring Ty Dolla $ign,Ty Dolla $ign,Spicy (feat. Post Malone),6256
Hecho En Medellín,Blessd,Medallo,187797
Pa Los Gustos Los Colores,Javiielo,Pa Los Gustos Los Colores,117589
Me Mata,Bad Bunny,Me Mata,529920
To Let A Good Thing Die,Bruno Major,Nothing,136463
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,99392
Terral,Pablo Alborán,Pasos de cero,234373
Terral,Pablo Alborán,Pasos de cero,234373
Terral,Pablo Alborán,Pasos de cero,234373
Terral,Pablo Alborán,Pasos de cero,234373
Terral,Pablo Alborán,Pasos de cero,158624
Terral,Pablo Alborán,Pasos de cero,234373
Hyperion,Gesaffelstein,Memora,57094
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,195375
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,25298
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,1044
Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,1393
SUCKER,Charli XCX,Doing It (feat. Rita Ora),228520
The Papercut Chronicles,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,835
The New Abnormal,The Strokes,The Adults Are Talking,68752
Triplbt Theme,jagger finn,Vas,905
The New Abnormal,The Strokes,Not The Same Anymore,337333
The Very Best Of Kool & The Gang,Kool & The Gang,Joanna - Single Version,33384
Everything's Kool & The Gang,Kool & The Gang,Cherish,1068
Isles Of Wonder: Music For The Opening Ceremony Of The London 2012 Olympic Games,David Bowie,Heroes,859
Roy Pablo,boy pablo,"Dance, Baby!",1486
FOUR,One Direction,Fool's Gold,534
Happier Than Ever,Billie Eilish,Billie Bossa Nova,15325
La Trenza,Mon Laferte,Mi Buen Amor,113406
Pom Poms,Jonas Brothers,Pom Poms,1439
Voluma,León Larregui,Locos,2577
El Tiempo Locura Todo,Jósean Log,Pruébame a Ti,1021
Hasta el Fin Del Mundo,Kevin Kaarl,Colapso,1184
Todo Lo Mio,Myriam Hernandez,El Hombre Que Yo Amo,1416
RAS Portraits,Gondwana,Sentimento Original,1207
LM5 (Deluxe),Little Mix,Told You So,975
Dua Lipa,Dua Lipa,IDGAF,1996
Nothing Was The Same,Drake,"Hold On, We're Going Home",2623
Mad at Disney,salem ilese,Mad at Disney,952
La Trenza,Mon Laferte,Flaco,534
Mad at Disney,salem ilese,Mad at Disney,136838
La Trenza,Mon Laferte,Flaco,6369
"Fijación Oral, Vol. 1",Shakira,Dia de Enero,1277
Parachutes,Coldplay,Yellow,1068
Fine Line,Harry Styles,Golden,208906
The Getaway,Red Hot Chili Peppers,Dark Necessities,302000
Beauty Behind The Madness,The Weeknd,Angel,5642
Palmar,Caloncho,Palmar,464
Mientras Tú Dormías,Carla Morrison,Compartir,905
Déjenme Llorar,Carla Morrison,Disfruto,1091
JESUS IS KING,Kanye West,God Is,394
No Broken Hearts (feat. Nicki Minaj),Bebe Rexha,No Broken Hearts (feat. Nicki Minaj),1462
Índigo,Camilo,Índigo,212462
Cigarettes After Sex,Cigarettes After Sex,K.,195697
Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,197732
Tally Of The Yes Men,Goldspot,Rewind,215266
Cuba Pintada,Los Rumberos,Fuiste Mía,184773
fever dream,mxmtoon,fever dream,16242
the masquerade,mxmtoon,unspoken words,15464
BALLADS 1,Joji,SLOW DANCING IN THE DARK,1393
Document (R.E.M. No. 5),R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),812
Young Jefe,Shy Glizzy,White Girl,835
Yellow Submarine Songtrack,The Beatles,Eleanor Rigby,1439
Eleanor Rigby,Cody Fry,Eleanor Rigby,1439
High School Musical: The Musical: The Series,Olivia Rodrigo,All I Want,2345
POCKET ROCKET,Cochise,POCKET ROCKET,2113
L-O-V-E,Nat King Cole,L-O-V-E,928
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,BOOKER T,19348
Visiting Hours,Ed Sheeran,Visiting Hours,215506
Amala (Deluxe Version),Doja Cat,Juicy,12361
Unforgettable: With Love,Natalie Cole,Unforgettable,882
The Marshall Mathers LP2,Eminem,Headlights,343032
Little Wonders,Rob Thomas,Little Wonders,3396
A/B,KALEO,Way down We Go,882
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,i love you,882
The Fast And The Furious: Tokyo Drift,Teriyaki Boyz,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",812
Chase Atlantic,Chase Atlantic,Into It,952
Dancing With A Stranger (with Normani),Sam Smith,Dancing With A Stranger (with Normani),743
Lukas Graham,Lukas Graham,Mama Said,1137
Dancing With A Stranger (with Normani),Sam Smith,Dancing With A Stranger (with Normani),171029
Lukas Graham,Lukas Graham,Mama Said,206902
Planet Her,Doja Cat,Need to Know,210560
Scaled And Icy,Twenty One Pilots,Mulberry Street,169787
Sonidos De Karmática Resonancia,Zoé,Popular,160380
The Search for Everything,John Mayer,Still Feel Like Your Man,162539
Hecho En Medellín,Blessd,Medallo,105770
Terral,Pablo Alborán,Pasos de cero,4565
Twicecoaster: Lane 1,TWICE,TT,2298
Twicecoaster: Lane 1,TWICE,TT,6106
Hecho En Medellín,Blessd,Medallo,0
Twicecoaster: Lane 1,TWICE,TT,196673
Random Access Memories,Daft Punk,Instant Crush (feat. Julian Casablancas),45650
Random Access Memories,Daft Punk,Instant Crush (feat. Julian Casablancas),44432
Celebrando a una Leyenda (En Vivo),Leo Dan,Cómo Te Extraño Mi Amor (En Vivo) (feat. Rubén Albarrán),0
Celebrando a una Leyenda (En Vivo),Leo Dan,Cómo Te Extraño Mi Amor (En Vivo) (feat. Rubén Albarrán),0
Celebrando a una Leyenda (En Vivo),Leo Dan,Cómo Te Extraño Mi Amor (En Vivo) (feat. Rubén Albarrán),0
Celebrando a una Leyenda (En Vivo),Leo Dan,Cómo Te Extraño Mi Amor (En Vivo) (feat. Rubén Albarrán),8247
Diego En Los 70,Diego Verdaguer,Volveré,4156
Twicecoaster: Lane 1,TWICE,TT,650
En Total Plenitud,Marco Antonio Solís,¿A Dónde Vamos A Parar?,139
En Total Plenitud,Marco Antonio Solís,¿A Dónde Vamos A Parar?,20038
Twicecoaster: Lane 1,TWICE,TT,8057
Todo Lo Mio,Myriam Hernandez,El Hombre Que Yo Amo,5944
Lo Mas Romantico De Pedro Fernandez,Pedro Fernández,Mi Forma De Sentir,232
Lo Mas Romantico De Pedro Fernandez,Pedro Fernández,Mi Forma De Sentir,5596
The New Abnormal,The Strokes,Not The Same Anymore,3459
Twicecoaster: Lane 1,TWICE,TT,212986
The New Abnormal,The Strokes,The Adults Are Talking,2275
SUCKER,Charli XCX,Doing It (feat. Rita Ora),1184
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Terral,Pablo Alborán,Pasos de cero,234373
The New Abnormal,The Strokes,The Adults Are Talking,69
Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,118554
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,195375
The Papercut Chronicles,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,4829
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,222640
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,246666
Pony,Rex Orange County,Pluto Projector,33227
Twicecoaster: Lane 1,TWICE,TT,21710
Terral,Pablo Alborán,Pasos de cero,234373
Terral,Pablo Alborán,Pasos de cero,195531
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,441
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,394
Demon Days,Gorillaz,Feel Good Inc.,859
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,211301
Demon Days,Gorillaz,Feel Good Inc.,859
Cariño,The Marías,Cariño,258713
Cariño,The Marías,Cariño,251695
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,2516
dawn,mxmtoon,almost home,31790
Hecho En Medellín,Blessd,Medallo,8590
dawn,mxmtoon,almost home,208813
the masquerade,mxmtoon,unspoken words,227750
Nothing Happens,Wallows,Are You Bored Yet? (feat. Clairo),4170
dawn,mxmtoon,used to you,3010
dawn,mxmtoon,quiet motions,2730
dawn,mxmtoon,fever dream,107630
plum blossom,mxmtoon,temporary nothing,146250
"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",Kensuke Ushio,lit,48530
"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",Kensuke Ushio,slt,118573
"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",Kensuke Ushio,Invention No.1 C dur (LastPart),5626
"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",Kensuke Ushio,lit(var),12730
"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",Kensuke Ushio,is your hair real?,3330
"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",Kensuke Ushio,sustain,15720
My Dearest (Guilty Crown OP),Theishter,My Dearest (Guilty Crown OP),1070
My Dearest,supercell,My Dearest,2970
My Dearest (Guilty Crown OP),Theishter,My Dearest (Guilty Crown OP),14750
Koe No Katachi - Lit,Theishter,Koe No Katachi - Lit,3730
Público,Urba y Rome,Público,178806
"Superclean, Vol. II",The Marías,Over the Moon,174497
Twicecoaster: Lane 1,TWICE,TT,212986
Terral,Pablo Alborán,Pasos de cero,159100
Público,Urba y Rome,Público,173077
Público,Urba y Rome,Público,22291
null,null,null,313631
Twicecoaster: Lane 1,TWICE,TT,212986
Terral,Pablo Alborán,Pasos de cero,234373
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,195375
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,222640
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,246666
Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,8673
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,233035
Demon Days,Gorillaz,Feel Good Inc.,3018
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,812
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,195375
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,222640
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,246666
Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,837
23 Preguntas,Anuel AA,23 Preguntas,116378
23 Preguntas,Anuel AA,23 Preguntas,69298
Timelezz,Jhayco,Mi Vicio,220533
Las Leyendas Nunca Mueren,Anuel AA,Mcgregor,0
Volví,Aventura,Volví,168234
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,120,1002
Aroma,JC el Diamante,Aroma,0
Volando,Mora,Volando - Remix,597
Timelezz,Jhayco,Ley Seca,1088
Los De Siempre,Anuel AA,Los De Siempre,0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),810
Yonaguni,Bad Bunny,Yonaguni,1194
Emojis de Corazones (feat. Los Legendarios),Wisin,Emojis de Corazones (feat. Los Legendarios),234
AM Remix,Nio Garcia,AM Remix,151701
Hecho En Medellín,Blessd,Medallo,233453
Timelezz,Jhayco,Mi Vicio,145322
Jungle Rules,French Montana,Unforgettable,233901
Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,Plain Jane REMIX (feat. Nicki Minaj),202636
FUTURE,Future,Mask Off,204600
Unforgettable (feat. Swae Lee),French Montana,Unforgettable (feat. Swae Lee) - Latin Remix,38697
X 100PRE,Bad Bunny,La Romana,346975
Diles,Bad Bunny,Diles,247292
YHLQMDLG,Bad Bunny,La Difícil,41045
YHLQMDLG,Bad Bunny,Que Malo,255137
Me Mata,Bad Bunny,Me Mata,112254
YHLQMDLG,Bad Bunny,Que Malo,116480
WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),184703
Camilo 70,Camilo Sesto,Piel de Angel,8618
Perreo HP,Ele A El Dominio,Perreo HP - Remix,135973
Revolución De Amor,Maná,Mariposa Traicionera,186920
Revolución De Amor,Maná,Mariposa Traicionera,66282
El Fenomeno,Arcángel,Por Amar A Ciegas,148671
Homerun,Paulo Londra,Por Eso Vine,178534
Si Se da Remix,Myke Towers,Si Se Da - Remix,28757
Homerun,Paulo Londra,Por Eso Vine,178534
Si Se da Remix,Myke Towers,Si Se Da - Remix,15658
Homerun,Paulo Londra,Por Eso Vine,166058
Revolución De Amor,Maná,Mariposa Traicionera,14186
Homerun,Paulo Londra,Por Eso Vine,178534
Si Se da Remix,Myke Towers,Si Se Da - Remix,67733
YHLQMDLG,Bad Bunny,Si Veo a Tu Mamá,170971
YHLQMDLG,Bad Bunny,La Difícil,163084
YHLQMDLG,Bad Bunny,Pero Ya No,160638
YHLQMDLG,Bad Bunny,La Santa,174681
YHLQMDLG,Bad Bunny,Que Malo,167975
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,LA DROGA,85930
Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,Softcore,179328
Homerun,Paulo Londra,Por Eso Vine,178534
Si Se da Remix,Myke Towers,Si Se Da - Remix,38205
Homerun,Paulo Londra,Por Eso Vine,178534
Si Se da Remix,Myke Towers,Si Se Da - Remix,18986
Homerun,Paulo Londra,Por Eso Vine,84565
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,114961
Twicecoaster: Lane 1,TWICE,TT,212986
Homerun,Paulo Londra,Por Eso Vine,63360
House Of Pleasure,Plan B,El Amor No Existe,201088
"Wisin Vs Yandel ""Los Extraterrestres""",Wisin & Yandel,Porque Me Tratas Así?,243560
Terral,Pablo Alborán,Pasos de cero,188198
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,195375
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,222640
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,246666
Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,132030
SUCKER,Charli XCX,Doing It (feat. Rita Ora),743
The New Abnormal,The Strokes,The Adults Are Talking,1021
The Papercut Chronicles,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,882
The New Abnormal,The Strokes,Not The Same Anymore,441
Triplbt Theme,jagger finn,Vas,348
The Very Best Of Kool & The Gang,Kool & The Gang,Joanna - Single Version,1137
The New Abnormal,The Strokes,Not The Same Anymore,337333
The Very Best Of Kool & The Gang,Kool & The Gang,Joanna - Single Version,19870
Everything's Kool & The Gang,Kool & The Gang,Cherish,231317
Isles Of Wonder: Music For The Opening Ceremony Of The London 2012 Olympic Games,David Bowie,Heroes,557
Roy Pablo,boy pablo,"Dance, Baby!",1509
FOUR,One Direction,Fool's Gold,2577
The New Abnormal,The Strokes,Not The Same Anymore,337333
The New Abnormal,The Strokes,Ode To The Mets,300530
MTV Unplugged Música De Fondo,Zoé,Labios Rotos - En Vivo Desde México / 2010,243040
Voluma,León Larregui,Locos,177600
Aztlán,Zoé,Venus,254706
Mientras Tú Dormías,Carla Morrison,Compartir,257091
SINO,Café Tacvba,Quiero Ver,205573
House Of Pleasure,Plan B,El Amor No Existe,810
House Of Pleasure,Plan B,El Amor No Existe,200450
Homerun,Paulo Londra,Por Eso Vine,178534
Historias de un Capricornio,Arcángel,Infeliz,43797
House Of Pleasure,Plan B,El Amor No Existe,220458
YHLQMDLG,Bad Bunny,Que Malo,167975
Pa Ti,Bad Bunny,Pa Ti,191294
Famouz Reloaded,Jhayco,Como Se Siente,219640
"Fórmula, Vol. 2 (Deluxe Edition)",Romeo Santos,Necio (feat. Carlos Santana),155318
House Of Pleasure,Plan B,El Amor No Existe,191509
Homerun,Paulo Londra,Por Eso Vine,178534
Historias de un Capricornio,Arcángel,Infeliz,87488
Amanece,Anuel AA,Amanece,192746
House Of Pleasure,Plan B,El Amor No Existe,227754
House Of Pleasure,Plan B,El Amor No Existe,1962
Homerun,Paulo Londra,Por Eso Vine,178534
Historias de un Capricornio,Arcángel,Infeliz,17386
YHLQMDLG,Bad Bunny,Que Malo,167975
Happier Than Ever,Billie Eilish,Billie Bossa Nova,182021
"Fórmula, Vol. 2 (Deluxe Edition)",Romeo Santos,Necio (feat. Carlos Santana),84053
"Fórmula, Vol. 2 (Deluxe Edition)",Romeo Santos,Necio (feat. Carlos Santana),2020
Terral,Pablo Alborán,Pasos de cero,1091
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,193793
23 Preguntas,Anuel AA,23 Preguntas,2113
Hecho En Medellín,Blessd,Medallo,8196
Better Kind of Bitter,Peachy Pavement,Better Kind of Bitter,195375
Que Pase El Mundo,Majo y Dan,Que Pase El Mundo,213143
Demon Days,Gorillaz,Feel Good Inc.,131297
Amanece,Anuel AA,Amanece,141504
El Fenomeno,Arcángel,Por Amar A Ciegas,1941
Amanece,Anuel AA,Amanece,333906
Otro Trago,Sech,Otro Trago - Remix,287773
Tu Peor Error,Darell,Tu Peor Error,260645
Sola (Remix),Anuel AA,Sola (Remix),113830
House Of Pleasure,Plan B,El Amor No Existe,215301
Esta Es Mi Vida,Jesse & Joy,Llegaste tú,107043
Homerun,Paulo Londra,Por Eso Vine,166101
Historias de un Capricornio,Arcángel,Infeliz,2240
House Of Pleasure,Plan B,El Amor No Existe,704
House Of Pleasure,Plan B,El Amor No Existe,252183
El Momento,Jowell & Randy,Sólo Por Ti,2005
Homerun,Paulo Londra,Por Eso Vine,75221
Perreo HP,Ele A El Dominio,Perreo HP - Remix,9749
Hecho En Medellín,Blessd,Medallo,206677
dont smile at me,Billie Eilish,hostage,213032
Primer Dia de Clases,Mora,Tuyo,274464
Dangerous Woman,Ariana Grande,Dangerous Woman,235946
Dangerous Woman,Ariana Grande,Dangerous Woman,234918
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",242983
Young Jefe,Shy Glizzy,White Girl,236760
Indigo,Chris Brown,No Guidance (feat. Drake),111791
Chayanne,Chayanne,Un Siglo Sin Ti,43754
House Of Pleasure,Plan B,El Amor No Existe,48395
Chayanne,Chayanne,Un Siglo Sin Ti,106858
House Of Pleasure,Plan B,El Amor No Existe,69172
Amanece,Anuel AA,Amanece,84241
Secreto,Anuel AA,Secreto,113917
KG0516,KAROL G,EL MAKINON,163375
Homerun,Paulo Londra,Por Eso Vine,25077
Homerun,Paulo Londra,Nena Maldición (feat. Lenny Tavárez),196208
Me Rehúso,Danny Ocean,Me Rehúso,196255
Revolución De Amor,Maná,Mariposa Traicionera,208329
YHLQMDLG,Bad Bunny,Que Malo,157199
Dale,Pitbull,El Taxi,4736
Taxi,Mariah Angeliq,Taxi,137253
23 Preguntas,Anuel AA,23 Preguntas,69459
Me Rehúso,Danny Ocean,Me Rehúso,205714
Homerun,Paulo Londra,Nena Maldición (feat. Lenny Tavárez),211071
KG0516,KAROL G,EL MAKINON,9877
