album,artist name,track name,min_played
I Know a Place,Chevy,I Know a Place,122275
Expressions,Mariya Takeuchi,Plastic Love,5363
El Tiempo Locura Todo,Jósean Log,Pruébame a Ti,882
40 Grandi Successi,Jimmy Fontana,Il Mondo,1648
"thank u, next",Ariana Grande,7 rings,998
40 Grandi Successi,Jimmy Fontana,Il Mondo,164977
"thank u, next",Ariana Grande,7 rings,1404
PIZZA,OOHYO,PIZZA,835
Wonderful Wonderful,The Killers,The Man,2995
i've grown out of you,aryy,i've grown out of you,1114
Asondeguerra,Juan Luis Guerra 4.40,Bachata En Fukuoka,2136
Canta En Español Con Los Panchos,Eydie Gormé,Sabor a Mí,928
Scaled And Icy,Twenty One Pilots,Good Day,1764
AM,Arctic Monkeys,R U Mine?,952
Scaled And Icy,Twenty One Pilots,Good Day,4017
AM,Arctic Monkeys,R U Mine?,1230
San Lucas,Kevin Kaarl,San Lucas,1834
Heaven & Hell,Ava Max,Sweet but Psycho,1160
Black Panther The Album Music From And Inspired By,Khalid,The Ways (with Swae Lee),2159
Everyday Is Christmas,Sia,Snowman,1462
Mis Manos,Camilo,Millones,2089
19,Adele,Make You Feel My Love,2995
El Momento,Jowell & Randy,Sólo Por Ti,48506
Solo,Amenazzy,Solo,0
Sauce Boyz 2,Eladio Carrion,Cheque,18602
Sauce Boyz 2,Eladio Carrion,Cheque,8173
El Momento,Jowell & Randy,Sólo Por Ti,430189
Playboy,Jx.Zero,Playboy,3626
Whole Lotta Red,Playboi Carti,Sky,682
Trip At Knight,Trippie Redd,Miss The Rage (feat. Playboi Carti),51242
Whole Lotta Red,Playboi Carti,Control,115989
Timelezz,Jhayco,Tokyo,252860
Timelezz,Jhayco,Tokyo,202160
Timelezz,Jhayco,Tokyo,57502
Timelezz,Jhayco,Tokyo,182451
Timelezz,Jhayco,Tokyo,1518
Views,Drake,One Dance,4160
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,227220
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,175187
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,20890
ANTI,Rihanna,Needed Me,623508
ANTI,Rihanna,Needed Me,191600
ANTI,Rihanna,Needed Me,191600
ANTI,Rihanna,Needed Me,133214
Desierto,Amenazzy,Desierto,398796
Desierto,Amenazzy,Desierto,224697
Desierto,Amenazzy,Desierto,204285
Timelezz,Jhayco,Tokyo,202160
El Momento,Jowell & Randy,Sólo Por Ti,235466
El Momento,Jowell & Randy,Sólo Por Ti,29712
Loving Is Easy (feat. Benny Sings),Rex Orange County,Loving Is Easy (feat. Benny Sings),155720
Soy Como Quiero Ser,Luis Miguel,Ahora Te Puedes Marchar,191973
Dancing With A Stranger (with Normani),Sam Smith,Dancing With A Stranger (with Normani),5480
E=MC2,Mariah Carey,Touch My Body,1207
Ghost Stories,Coldplay,O,228879
"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,Rock With You,4202
Ghost Stories,Coldplay,O,184761
Parachutes,Coldplay,Sparks,227093
René,Residente,René,13754
Sunflower,Rex Orange County,Sunflower,220313
Camilo,Camilo Sesto,¿Quieres Ser Mi Amante?,249666
Con Ganas,Camilo Sesto,Mientras Me Sigas Necesitando,274738
ANTI,Rihanna,Needed Me,180033
ANTI,Rihanna,Needed Me,479201
Timelezz,Jhayco,Tokyo,106192
ANTI,Rihanna,Needed Me,874
Desierto,Amenazzy,Desierto,169960
Timelezz,Jhayco,Tokyo,202160
Timelezz,Jhayco,Tokyo,202160
Timelezz,Jhayco,Tokyo,153939
Boyfriend,Dove Cameron,Boyfriend,67605
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,227220
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,115699
Para Mi Ex,Myke Towers,Explícito,195066
Para Mi Ex,Myke Towers,Explícito,195066
Para Mi Ex,Myke Towers,Explícito,95380
2014 Forest Hills Drive,J. Cole,No Role Modelz,73122
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",242983
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",242983
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",18402
Fuzzybrain,Dayglow,Hot Rod,204014
Cuba Pintada,Los Rumberos,Fuiste Mía,177082
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Random Access Memories,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),165525
Boyfriend,Dove Cameron,Boyfriend,53653
Views,Drake,One Dance,201225
Timelezz,Jhayco,Tokyo,197445
YHLQMDLG,Bad Bunny,Que Malo,285992
YHLQMDLG,Bad Bunny,Que Malo,6478
YHLQMDLG,Bad Bunny,Que Malo,167975
Fuzzybrain,Dayglow,Hot Rod,107041
Fuzzybrain,Dayglow,Hot Rod,204014
Sin Mirar Atrás,David Bisbal,Mi Princesa,202853
Callaita,Bad Bunny,Callaita,9836
Sin Mirar Atrás,David Bisbal,Mi Princesa,1044
Fuzzybrain,Dayglow,Hot Rod,204014
Sin Mirar Atrás,David Bisbal,Mi Princesa,39527
Fuzzybrain,Dayglow,Hot Rod,204014
Sin Mirar Atrás,David Bisbal,Mi Princesa,3884
Fuzzybrain,Dayglow,Hot Rod,204014
Sin Mirar Atrás,David Bisbal,Mi Princesa,5974
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,98922
Arrival,ABBA,Dancing Queen,5781
Sin Mirar Atrás,David Bisbal,Mi Princesa,534
Fuzzybrain,Dayglow,Hot Rod,510
Fuzzybrain,Dayglow,Hot Rod,204014
Sin Mirar Atrás,David Bisbal,Mi Princesa,24457
Fuzzybrain,Dayglow,Hot Rod,204014
Sin Mirar Atrás,David Bisbal,Mi Princesa,27917
Fuzzybrain,Dayglow,Hot Rod,204014
Sin Mirar Atrás,David Bisbal,Mi Princesa,10734
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,1623
Sin Mirar Atrás,David Bisbal,Mi Princesa,21176
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,59433
París,La Oreja de Van Gogh,Rosas,17322
París,La Oreja de Van Gogh,Rosas,5418
As It Was,Harry Styles,As It Was,164565
Fuzzybrain,Dayglow,Hot Rod,204014
Yonaguni,Bad Bunny,Yonaguni,68093
Fuzzybrain,Dayglow,Hot Rod,406563
El Vuelo del Pez,Siddhartha,Loco,68211
ANTI,Rihanna,Needed Me,153815
Qué Más Pues?,J Balvin,Qué Más Pues?,0
YHLQMDLG,Bad Bunny,Que Malo,110652
Boyfriend,Dove Cameron,Boyfriend,132488
YHLQMDLG,Bad Bunny,Que Malo,39348
Boyfriend,Dove Cameron,Boyfriend,153000
Boyfriend,Dove Cameron,Boyfriend,153000
YHLQMDLG,Bad Bunny,Que Malo,35861
YHLQMDLG,Bad Bunny,Que Malo,134243
Para Mi Ex,Myke Towers,Explícito,68373
YHLQMDLG,Bad Bunny,La Santa,8725
CÓMO SE SIENTE,Jhayco,CÓMO SE SIENTE - Remix,160554
YHLQMDLG,Bad Bunny,Bichiyal,158208
YHLQMDLG,Bad Bunny,La Zona,136892
X 100PRE,Bad Bunny,Estamos Bien,72210
Volví,Aventura,Volví,206012
Bangkok Balter Club,Phum Viphurit,Softly Spoken,83573
YHLQMDLG,Bad Bunny,Que Malo,162026
Te Boté (Remix),Nio Garcia,Te Boté - Remix,296338
MIA (feat. Drake),Bad Bunny,MIA (feat. Drake),210367
Si Tu Novio Te Deja Sola,J Balvin,Si Tu Novio Te Deja Sola,14843
Vuelve,Daddy Yankee,Vuelve,279613
X 100PRE,Bad Bunny,Caro,95090
X 100PRE,Bad Bunny,La Romana,198693
Madura (feat. Bad Bunny),Cosculluela,Madura (feat. Bad Bunny),190909
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,YO VISTO ASÍ,191526
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),344359
Chambea,Bad Bunny,Chambea,192001
LAS QUE NO IBAN A SALIR,Bad Bunny,BAD CON NICKY,200344
Pa Ti,Bad Bunny,Pa Ti,169984
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,273598
X 100PRE,Bad Bunny,¿Quien Tu Eres?,142291
Bellacoso,Residente,Bellacoso,246720
OASIS,J Balvin,MOJAITA,34709
Sauce Boyz 2,Eladio Carrion,Cheque,210731
Sauce Boyz 2,Eladio Carrion,Cheque,210731
Sauce Boyz 2,Eladio Carrion,Cheque,210731
Sauce Boyz 2,Eladio Carrion,Cheque,210731
Sauce Boyz 2,Eladio Carrion,Cheque,6100
Random Access Memories,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),205682
A las Cinco en el Astoria,La Oreja de Van Gogh,Jueves,46613
Parachutes,Coldplay,Yellow,136499
Parachutes,Coldplay,Yellow,243248
Parachutes,Coldplay,Yellow,48709
Chayanne,Chayanne,Un Siglo Sin Ti,163285
33,Luis Miguel,Un te amo,63809
Te Amo,Piso 21,Te Amo,0
Al Norte Del Sur,Franco De Vita,Te Amo,8812
Voy,Alexander Acha,Te amo,48533
Balas Perdidas,Morat,No Se Va,83989
Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Morat,Amor Con Hielo,16170
Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Morat,Amor Con Hielo,115956
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),254293
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),248829
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,188114
Red (Taylor's Version),Taylor Swift,Babe (Taylor's Version) (From The Vault),6378
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,1215
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,224324
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,148628
Manuel Medrano,Manuel Medrano,Bajo El Agua,2809
Manuel Medrano,Manuel Medrano,Bajo El Agua,3436
Red (Taylor's Version),Taylor Swift,Babe (Taylor's Version) (From The Vault),417
Fuzzybrain,Dayglow,Hot Rod,204014
Favourite Worst Nightmare,Arctic Monkeys,505,253586
Positions,Ariana Grande,34+35,173710
Grandes Éxitos del Boleroglam Vol. 1,"Daniel, Me Estás Matando",Es Verdad,7571
Positions,Ariana Grande,34+35,4551
Favourite Worst Nightmare,Arctic Monkeys,505,603
Fuzzybrain,Dayglow,Hot Rod,204014
Favourite Worst Nightmare,Arctic Monkeys,505,253586
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,161103
Vete,Bad Bunny,Vete,192024
Vete,Bad Bunny,Vete,189278
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),264000
Positions,Ariana Grande,34+35,18313
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),264000
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),264000
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),186799
YHLQMDLG,Bad Bunny,Que Malo,16320
VICE VERSA,Rauw Alejandro,Cúrame,17857
Parachutes,Coldplay,Yellow,103936
Boyfriend,Dove Cameron,Boyfriend,77674
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,292281
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,216034
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),65493
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,32384
Don't Hurt Me,Mustard,Don't Hurt Me,192995
Don't Hurt Me,Mustard,Don't Hurt Me,127458
Parachutes,Coldplay,Yellow,127440
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Industry Plant,iann dior,Lately,5201
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,5590
Fuzzybrain,Dayglow,Hot Rod,28187
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,9914
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,11221
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,2043
Red (Taylor's Version),Taylor Swift,Babe (Taylor's Version) (From The Vault),1369
Fuzzybrain,Dayglow,Hot Rod,6130
XSCAPE,Michael Jackson,Love Never Felt So Good,246026
XSCAPE,Michael Jackson,Love Never Felt So Good,41818
Planet Her,Doja Cat,Woman,1114
Industry Plant,iann dior,Lately,1787
Running,Cafuné,Tek It,952
÷,Ed Sheeran,Perfect,696
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,44721
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,167810
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,139772
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,149347
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,60544
ANTI,Rihanna,Needed Me,768
ANTI,Rihanna,Needed Me,191600
ANTI,Rihanna,Needed Me,191600
ANTI,Rihanna,Needed Me,191600
ANTI,Rihanna,Needed Me,191600
ANTI,Rihanna,Needed Me,39746
Don't Hurt Me,Mustard,Don't Hurt Me,57088
Running,Cafuné,Tek It,144660
Industry Plant,iann dior,Lately,131396
Peligro,Reik,Creo en Ti,163333
~how i'm feeling~,Lauv,Julia,18343
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,149899
Unforgettable: With Love,Natalie Cole,Unforgettable,5154
Fuzzybrain,Dayglow,Hot Rod,204014
Unforgettable: With Love,Natalie Cole,Unforgettable,25108
Fuzzybrain,Dayglow,Hot Rod,204014
Unforgettable: With Love,Natalie Cole,Unforgettable,199118
Fuzzybrain,Dayglow,Hot Rod,204014
Unforgettable: With Love,Natalie Cole,Unforgettable,151656
Fuzzybrain,Dayglow,Hot Rod,204014
Hasta el Fin Del Mundo,Kevin Kaarl,Dos Almas,6973
Despicable Me 2 (Original Motion Picture Soundtrack),Pharrell Williams,Just a Cloud Away,7825
FOUR,One Direction,Steal My Girl,228133
FOUR,One Direction,Steal My Girl,377242
FOUR,One Direction,Steal My Girl,56879
Plastic Beach,Gorillaz,On Melancholy Hill,1021
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,BOOKER T,1230
A Head Full of Dreams,Coldplay,Amazing Day,271106
Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Morat,Amor Con Hielo,51626
"Fijación Oral, Vol. 1",Shakira,Dia de Enero,16017
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,165205
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,98830
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,278170
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,43080
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,382455
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,151107
Pa Ti,Bad Bunny,Pa Ti,97921
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,489687
Pa Ti,Bad Bunny,Pa Ti,35626
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,58303
YHLQMDLG,Bad Bunny,La Santa,206420
DÁKITI,Bad Bunny,DÁKITI,205090
Vete,Bad Bunny,Vete,204800
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,HACIENDO QUE ME AMAS,1258
YHLQMDLG,Bad Bunny,A Tu Merced,917
YHLQMDLG,Bad Bunny,Si Veo a Tu Mamá,576
OASIS,J Balvin,LA CANCIÓN,1066
X 100PRE,Bad Bunny,Si Estuviésemos Juntos,99409
YHLQMDLG,Bad Bunny,La Difícil,1322
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,TE MUDASTE,896
CÓMO SE SIENTE,Jhayco,CÓMO SE SIENTE - Remix,252714
YHLQMDLG,Bad Bunny,Una Vez,13991
Soy Peor,Bad Bunny,Soy Peor,257384
Te Boté (Remix),Nio Garcia,Te Boté - Remix,417920
Amorfoda,Bad Bunny,Amorfoda,153887
UN DIA (ONE DAY) (Feat. Tainy),J Balvin,UN DIA (ONE DAY) (Feat. Tainy),232253
YHLQMDLG,Bad Bunny,Pero Ya No,160638
YHLQMDLG,Bad Bunny,Yo Perreo Sola,172127
YHLQMDLG,Bad Bunny,Que Malo,92235
MIA (feat. Drake),Bad Bunny,MIA (feat. Drake),10453
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,221900
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,195893
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,69052
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,170762
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,149814
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,18959
ANTI,Rihanna,Needed Me,191600
ANTI,Rihanna,Needed Me,191600
ANTI,Rihanna,Needed Me,157922
Desierto,Amenazzy,Desierto,147967
Timelezz,Jhayco,Tokyo,42837
Views,Drake,One Dance,173986
Views,Drake,One Dance,173986
Views,Drake,One Dance,105054
LAST CHRISTMAS,Wham!,Last Christmas,109479
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,204014
Fuzzybrain,Dayglow,Hot Rod,42428
I Love You.,The Neighbourhood,Sweater Weather,2786
Fuzzybrain,Dayglow,Hot Rod,204014
Dua Lipa,Dua Lipa,IDGAF,62701
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
The Road,Z.TAO,"Hello, Hello",222360
Solo,Amenazzy,Solo,146380
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,125265
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,267108
Toosie Slide,Drake,Toosie Slide,142528
Asesina (Remix),Brytiago,Asesina - Remix,83605
Solo,Amenazzy,Solo,6464
Parachutes,Coldplay,Yellow,195181
Tu No Metes Cabra,Bad Bunny,Tu No Metes Cabra,51200
Balas Perdidas,Morat,Besos En Guerra,285864
Balas Perdidas,Morat,Besos En Guerra,78282
Balas Perdidas,Morat,Besos En Guerra,231532
Balas Perdidas,Morat,Besos En Guerra,231532
Balas Perdidas,Morat,Besos En Guerra,231532
Balas Perdidas,Morat,Besos En Guerra,231532
Balas Perdidas,Morat,Besos En Guerra,231532
The Road,Z.TAO,"Hello, Hello",82211
Fuzzybrain,Dayglow,Hot Rod,175148
"Fijación Oral, Vol. 1",Shakira,Dia de Enero,173133
"Fijación Oral, Vol. 1",Shakira,Dia de Enero,12103
fever dream,mxmtoon,fever dream,196480
Out Like a Light,The Honeysticks,Out Like a Light,366759
Mariposa,Peach Tree Rascals,Mariposa,405598
Sweet Boi,Chevy,Sweet Boi,142660
To Let A Good Thing Die,Bruno Major,Nothing,315792
Solutions,K.Flay,This Baby Don’t Cry,79475
To Let A Good Thing Die,Bruno Major,Nothing,162797
To Let A Good Thing Die,Bruno Major,Nothing,162797
To Let A Good Thing Die,Bruno Major,Nothing,272005
the masquerade,mxmtoon,unspoken words,246626
the masquerade,mxmtoon,blame game,209413
the masquerade,mxmtoon,seasonal depression,156120
the masquerade,mxmtoon,untitled - acoustic,194853
the masquerade,mxmtoon,late nights,36960
XSCAPE,Michael Jackson,Love Never Felt So Good,238698
Everybody Wants to Rule the World,Pomplamoose,Everybody Wants to Rule the World,198267
Speak Now,Taylor Swift,Enchanted,352186
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,HACIENDO QUE ME AMAS,217768
Dreamland,COIN,Crash My Car,188306
La Vie En Rose,Emily Watts,La Vie En Rose,41640
To Let A Good Thing Die,Bruno Major,Nothing,42613
Everybody Wants to Rule the World,Pomplamoose,Everybody Wants to Rule the World,198267
Permission to Dance,BTS,Permission to Dance,9658
Happier Than Ever,Billie Eilish,Billie Bossa Nova,25184
Division,Jenevieve,Baby Powder,176760
Yours,maye,Yours,220887
Balas Perdidas,Morat,Besos En Guerra,73891
Making Mirrors,Gotye,Somebody That I Used To Know,147221
Numero 1,Camilo Sesto,Amor... Amar,95522
Los Mas Buscados,Los Tucanes De Tijuana,Los Marinos,533
Los Mas Buscados,Los Tucanes De Tijuana,Los Marinos,98077
The Road,Z.TAO,"Hello, Hello",554
To Let A Good Thing Die,Bruno Major,Nothing,162797
basic girl,cansisco,basic girl,211619
Yours Truly,Ariana Grande,Tattooed Heart,2414
the masquerade,mxmtoon,unspoken words,246626
Vessel,Twenty One Pilots,Guns for Hands,273335
1989-2009,Aleks Syntek,Intocable - Remastered 2008,218327
mona lisa,mxmtoon,mona lisa,190052
The Heist (Deluxe Edition),Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613
POCKET ROCKET,Cochise,POCKET ROCKET,23182
Closer,The Chainsmokers,Closer,244960
Discovery,Daft Punk,Something About Us,232666
"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,Rock With You,37703
To Let A Good Thing Die,Bruno Major,Nothing,162797
To Let A Good Thing Die,Bruno Major,Nothing,162797
Masked Monkey Awakening,Hello Sleepwalkers,Goya No Machiawase,64595
To Let A Good Thing Die,Bruno Major,Nothing,162797
i've grown out of you,aryy,i've grown out of you,108649
To Let A Good Thing Die,Bruno Major,Nothing,162797
Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,51667
Safe Haven,Ruth B.,Dandelions,162986
París,La Oreja de Van Gogh,Rosas,237026
Starfucker,STRFKR,Isabella of Castile,182292
Grease,Olivia Newton-John,Hopelessly Devoted To You - From “Grease”,185360
Coleccion Original,Miguel Gallardo,Muchachita,102833
Out Like a Light,The Honeysticks,Out Like a Light,248650
Esto Sí Es Cumbia,Los Ángeles Azules,Nunca Es Suficiente,266213
As It Was,Harry Styles,As It Was,167303
The SpongeBob SquarePants Movie-Music From The Movie and More,Tom Kenny,Now That We're Men,45184
Discovery,Daft Punk,Digital Love,172640
LAST CHRISTMAS,Wham!,Last Christmas,205107
To Let A Good Thing Die,Bruno Major,Nothing,68736
Yours,maye,Yours,87008
Los Mas Buscados,Los Tucanes De Tijuana,Los Marinos,327999
Balas Perdidas,Morat,Besos En Guerra,231532
Balas Perdidas,Morat,Besos En Guerra,231532
Balas Perdidas,Morat,Besos En Guerra,231532
Balas Perdidas,Morat,Besos En Guerra,31738
Balas Perdidas,Morat,Besos En Guerra,231532
Tu No Metes Cabra Remix,Bad Bunny,Tu No Metes Cabra - Remix,59592
Los Mas Buscados,Los Tucanes De Tijuana,Los Marinos,131498
Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Morat,Amor Con Hielo,71532
Balas Perdidas,Morat,No Se Va,117034
Ignorantes,Bad Bunny,Ignorantes,210606
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,ANTES QUE SE ACABE,160526
La Trenza,Mon Laferte,Pa’ Dónde Se Fue,245413
Los Mas Buscados,Los Tucanes De Tijuana,Los Marinos,138751
We Go Up,Nicki Minaj,We Go Up (feat. Fivio Foreign) - Extended,83605
Voy,Alexander Acha,Te amo,234880
Chayanne,Chayanne,Un Siglo Sin Ti,46956
Perra,J Balvin,Perra,30784
Boyfriend,Dove Cameron,Boyfriend,94207
Timelezz,Jhayco,Tokyo,63293
Los Mas Buscados,Los Tucanes De Tijuana,Los Marinos,8042
To Let A Good Thing Die,Bruno Major,Nothing,162797
Kiss Her You Fool,Kids That Fly,Kiss Her You Fool,18291
E=MC2,Mariah Carey,Touch My Body,11509
Isles Of Wonder: Music For The Opening Ceremony Of The London 2012 Olympic Games,David Bowie,Heroes,1162
After Hours,The Weeknd,Save Your Tears,960
RITMO (Bad Boys For Life),Black Eyed Peas,RITMO (Bad Boys For Life),224676
Long Way Down,Tom Odell,Another Love,244360
Long Way Down,Tom Odell,Another Love,47854
Strange Trails,Lord Huron,The Night We Met,4245
Strange Trails,Lord Huron,The Night We Met,208211
Making Mirrors,Gotye,Somebody That I Used To Know,244973
Making Mirrors,Gotye,Somebody That I Used To Know,244973
Making Mirrors,Gotye,Somebody That I Used To Know,99396
Parachutes,Coldplay,Sparks,227093
Parachutes,Coldplay,Sparks,227093
Parachutes,Coldplay,Sparks,11223
Tusa,KAROL G,Tusa,114664
A Rush of Blood to the Head,Coldplay,Clocks,61881
A Rush of Blood to the Head,Coldplay,Clocks,307879
Parachutes,Coldplay,Yellow,266773
Parachutes,Coldplay,Yellow,266773
Parachutes,Coldplay,Yellow,266773
Parachutes,Coldplay,Yellow,266773
Parachutes,Coldplay,Yellow,266773
Parachutes,Coldplay,Yellow,90141
OASIS,J Balvin,LA CANCIÓN,242573
OASIS,J Balvin,LA CANCIÓN,235348
PROVENZA,KAROL G,PROVENZA,198623
Strange Trails,Lord Huron,The Night We Met,16161
Los Mas Buscados,Los Tucanes De Tijuana,Los Marinos,464
RITMO (Bad Boys For Life),Black Eyed Peas,RITMO (Bad Boys For Life),19411
Los Mas Buscados,Los Tucanes De Tijuana,Los Marinos,26099
